date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:36	1702/1702	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2006:18:36%20GMT	https://wheels.stylox.design/images/eco-energy.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/eco-energy.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:36	2398/2398	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2006:24:46%20GMT	https://wheels.stylox.design/images/weight.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/weight.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:36	1403/1403	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2006:37:44%20GMT	https://wheels.stylox.design/images/pedal.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/pedal.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:36	1772/1772	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Nov%202023%2007:01:30%20GMT	https://wheels.stylox.design/images/sync.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/sync.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:37	69391/69391	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Nov%202023%2012:07:40%20GMT	https://wheels.stylox.design/images/color-background1.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/color-background1.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:37	210092/210092	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Nov%202023%2012:09:40%20GMT	https://wheels.stylox.design/images/Red-color-bike.webp	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/Red-color-bike.webp	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:37	200540/200540	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Nov%202023%2012:15:56%20GMT	https://wheels.stylox.design/images/yellow-color-bike.webp	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/yellow-color-bike.webp	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:37	195896/195896	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Nov%202023%2011:32:56%20GMT	https://wheels.stylox.design/images/blue-color-bike.webp	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/blue-color-bike.webp	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:38	238128/238128	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Nov%202023%2009:27:50%20GMT	https://wheels.stylox.design/images/env1.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/env1.jpg	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:38	3853/3853	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:48:32%20GMT	https://wheels.stylox.design/images/zero-emission.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/zero-emission.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:38	1618/1618	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:49:32%20GMT	https://wheels.stylox.design/images/energy-saving.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/energy-saving.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:38	6411/6411	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:52:32%20GMT	https://wheels.stylox.design/images/traffic-light.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/traffic-light.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:38	1923/1923	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:54:40%20GMT	https://wheels.stylox.design/images/energy.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/energy.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:39	2764/2764	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:56:56%20GMT	https://wheels.stylox.design/images/no-sound.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/no-sound.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:39	2597/2597	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2009:59:50%20GMT	https://wheels.stylox.design/images/lifestyles.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/lifestyles.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:39	2269/2269	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2010:01:36%20GMT	https://wheels.stylox.design/images/long-bettery.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/long-bettery.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:39	2129/2129	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2010:05:32%20GMT	https://wheels.stylox.design/images/peak.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/peak.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:40	3828/3828	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202023%2010:09:16%20GMT	https://wheels.stylox.design/images/dust.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/dust.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:40	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:37:15%20GMT	https://wheels.stylox.design/images/form	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/form	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:40	8190/8190	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2013:23:48%20GMT	https://wheels.stylox.design/images/bicycle-logo.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/bicycle-logo.png	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:40	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:37:15%20GMT	https://wheels.stylox.design/+01(123)4567890	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/+01(123)4567890	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:41	95786/95786	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/jquery.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/jquery.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:41	51039/51039	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/bootstrap.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/bootstrap.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:41	3499/3499	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/cascading-select.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/cascading-select.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:41	44342/44342	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/owl.carousel.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/owl.carousel.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:41	1255/1255	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/onpagescroll.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/onpagescroll.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:42	8107/8107	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/wow.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/wow.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:42	68253/68253	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:24:06%20GMT	https://wheels.stylox.design/js/fancybox/jquery.fancybox.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/fancybox/jquery.fancybox.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:42	8944/8944	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Aug%202020%2014:01:26%20GMT	https://wheels.stylox.design/js/theme.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/theme.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:42	233815/233815	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Dec%202023%2006:24:56%20GMT	https://wheels.stylox.design/js/jquery.min.latest.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/jquery.min.latest.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:42	0/0	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202020%2013:23:56%20GMT	https://wheels.stylox.design/js/custom.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/js/custom.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:43	143707/143707	---M-Z	200	added ('OK')	application/javascript	etag:%22637b9a7e-9b3b%22	https://cdnjs.cloudflare.com/ajax/libs/Swiper/8.4.5/swiper-bundle.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/cdnjs.cloudflare.com/ajax/libs/Swiper/8.4.5/swiper-bundle.min.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:43	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:37:15%20GMT	https://wheels.stylox.design/script.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/script.js	(from https://wheels.stylox.design/website-theme-template-to-launch-e-bike-styloxdesign.html)
14:52:44	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:44%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:44	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:44%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400d41d.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:44	64144/64144	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400.woff2	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:44	74928/74928	---M--	200	added ('OK')	font/woff	date:Wed,%2029%20Jan%202020%2013:23:44%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400.woff	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:45	116280/116280	---M--	200	added ('OK')	font/ttf	date:Wed,%2029%20Jan%202020%2013:23:44%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400.ttf	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:45	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:45	629256/629256	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-brands-400.svg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-brands-400.svg	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:45	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400d41d.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:45	14888/14888	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400.woff2	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:46	18156/18156	---M--	200	added ('OK')	font/woff	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400.woff	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:46	40416/40416	---M--	200	added ('OK')	font/ttf	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400.ttf	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:46	141405/141405	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-regular-400.svg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-regular-400.svg	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:46	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:47	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900d41d.eot	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:47	62472/62472	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900.woff2	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:47	80484/80484	---M--	200	added ('OK')	font/woff	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900.woff	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:47	168176/168176	---M--	200	added ('OK')	font/ttf	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900.ttf	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:48	624767/624767	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202020%2013:23:46%20GMT	https://wheels.stylox.design/fonts/fa-solid-900.svg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/fonts/fa-solid-900.svg	(from https://wheels.stylox.design/css/fontawesome.min.css)
14:52:48	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:35:56%20GMT	https://wheels.stylox.design/	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/index.html	(from https://wheels.stylox.design/css/bootstrap.min5.css)
14:52:48	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:37:15%20GMT	https://wheels.stylox.design/css/owl.video.play.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/css/owl.video.play.4b.delayed	(from https://wheels.stylox.design/css/owl.carousel.min.css)
